type,message,len_type,len_message
0,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,3,104
0,you were supposed to wake me up gt,3,38
0,oic i saw him too but i tot he din c me i found a group liao,3,69
0,sorry i ll call later,3,22
0,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous,3,66
0,sorry my battery died i can come by but i m only getting a gram for now where s your place,3,94
0,well done blimey exercise yeah i kinda remember wot that is hmm,3,70
0,i wont get concentration dear you know you are my mind and everything,3,73
0,lol have you made plans for new years,3,42
0,min later k,3,17
0,hanks lotsly,3,13
0,thanks for this hope you had a good day today,3,45
0,k k what are detail you want to transfer acc no enough,3,57
0,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,3,105
1,loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free or text back help,4,164
0,si si i think ill go make those oreo truffles,3,47
0,look at amy ure a beautiful intelligent woman and i like u a lot i know u don t like me like that so don t worry,3,117
0,i hope you that s the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,3,158
0,that call cost which i guess isnt bad miss ya need ya want ya love ya,3,79
0,going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe,3,142
0,where did u go my phone is gonna die you have to stay in here,3,62
0,great never been better each day gives even more reasons to thank god,3,71
1,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends th july t c s apply opt out available,4,175
0,sorry i ll call later ok bye,3,29
0,ok i am on the way to railway,3,29
0,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love lt gt times per night,3,148
0,they don t put that stuff on the roads to keep it from getting slippery over there,3,83
0,when are you going to ride your bike,3,37
0,yup no need i ll jus wait e rain stop,3,44
0,there are many company tell me the language,3,45
1,okmail dear dave this is your final notice to collect your tenerife holiday or cash award call from landline tcs sae box cwwx ppm,4,161
0,how long has it been since you screamed princess,3,50
0,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differ be sure you trust the ja person you are sending account details to cos,3,298
1,want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network by txting moan to nyt eca p msg p,4,159
0,nice line said by a broken heart plz don t cum more times infront of me other wise once again i ll trust u good t,3,125
0,ok i m gonna head up to usf in like fifteen minutes,3,51
0,love you aathi love u lot,3,28
0,tension ah what machi any problem,3,34
0,k can i pick up another th when you re done,3,46
0,when re you guys getting back g said you were thinking about not staying for mcr,3,81
0,almost there see u in a sec,3,28
0,yo carlos a few friends are already asking me about you you working at all this weekend,3,90
0,watching tv lor,3,18
0,thank you baby i cant wait to taste the real thing,3,54
0,you should change your fb to jaykwon thuglyfe falconerf,3,55
0,if we win its really no side for long time,3,45
1,free message activate your free text messages by replying to this message with the word free for terms conditions visit www com,4,146
0,dear reached railway what happen to you,3,40
0,depends on quality if you want the type i sent boye faded glory then about if you want ralphs maybe,3,107
0,i think i ve fixed it can you send a test message,3,50
0,sorry man my account s dry or i would if you want we could trade back half or i could buy some shit with my credit card,3,120
1,congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bx ip we pm dont miss out,4,160
0,sorry in meeting i ll call later,3,32
0,what class of lt gt reunion,3,34
0,are you free now can i call now,3,32
0,got meh when,3,16
0,nope think i will go for it on monday sorry i replied so late,3,67
0,some of them told accenture is not confirm is it true,3,55
0,kate jackson rec center before ish right,3,43
0,dear i have reache room,3,23
0,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose u lose if u win u still lose,3,149
0,when can come out,3,21
0,check with nuerologist,3,23
0,lolnice i went from a fish to water,3,40
1,congratulations in this week s competition draw u have won the prize to claim just call b t cs stop sms over only ppm,4,170
0,no it s waiting in e car dat s bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat,3,117
0,maybe westshore or hyde park village the place near my house,3,62
0,you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need,3,166
0,what s the significance,3,24
0,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,3,136
0,at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try,3,99
0,prabha i m soryda realy frm heart i m sory,3,45
0,lol ok your forgiven,3,23
0,no jst change tat only,3,25
1,you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh p mtmsgrcvd,4,148
0,s no competition for him,3,26
1,boltblue tones for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,4,146
1,your credits have been topped up for http www bubbletext com your renewal pin is tgxxrz,4,89
0,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,3,168
0,usually the person is unconscious that s in children but in adults they may just behave abnormally i ll call you now,3,117
0,but that s on ebay it might be less elsewhere,3,46
0,shall i come to get pickle,3,26
0,were gonna go get some tacos,3,28
0,that s very rude you on campus,3,32
1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,4,145
0,hi i won t b ard christmas but do enjoy n merry x mas,3,57
1,today s offer claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub unsub reply x,4,160
0,yes how is a pretty lady like you single,3,42
1,you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg,4,111
0,jay says that you re a double faggot,3,36
1,private your account statement for shows un redeemed s i m points call identifier code expires,4,146
0,what today sunday sunday is holiday so no work,3,50
0,gudnite tc practice going on,3,33
0,i ll be late,3,15
0,i ve not called you in a while this is hoping it was lr malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day,3,177
0,good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,3,160
0,probably gonna be here for a while see you later tonight lt,3,63
0,or maybe my fat fingers just press all these buttons and it doesn t know what to do,3,84
